country_code,Country Name,dac_category_name,dac_sector_name,fiscal_year,constant_amount,latitude,longitude,2015
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,8536305,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,8307925,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Trade Policy and Regulations,2015,8247067,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,8219147,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,8080146,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,7943878,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,7940278,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,7786653,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,7714415,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,7666559,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,7564723,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,7497333,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,7497333,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,7465164,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2015,7451228,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Transport and Storage,2015,7412023,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Transport and Storage,2015,7380147,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,7187791,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,7052555,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Transport and Storage,2015,7019188,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Transport and Storage,2015,6992401,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,6989738,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,6865190,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,6584469,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,6467026,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,6426286,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,6425602,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,6265998,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2015,6044777,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,5940876,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,5864572,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,5772947,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,5693171,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,5547889,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,5394039,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2015,5371367,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,5355238,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,5230884,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,4889977,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,4889977,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,4828628,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,4819714,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,4819714,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,4743599,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,4712610,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,4678336,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,4469617,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,4462658,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,4343944,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,4284190,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,4254201,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,4254201,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2015,4248082,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,4181028,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,4171856,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,4136657,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2015,4094615,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,4016429,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,3997186,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,3855771,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,3817395,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,3748667,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,3748667,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,3748667,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,3748667,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,3534457,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,3428124,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,3405931,33.93911,67.709953,34413603
AFG,Afghanistan,Other,General Environmental Protection,2015,3373800,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,3320248,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Trade Policy and Regulations,2015,3274901,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,3222587,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,3222587,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2015,3214721,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,3213143,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,3213143,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,3213143,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,3213143,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2015,3106557,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,3052486,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,3046100,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,3009647,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,2999436,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2965240,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,2949666,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,2943379,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,2940528,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2912101,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2908966,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,2906121,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,2889725,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2873274,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,2862140,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,2850469,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,2790611,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Disaster Prevention and Preparedness,2015,2777226,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Energy,2015,2734280,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2677619,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2015,2677619,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2015,2677619,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,2662645,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2651265,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,2651122,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,2603332,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,2592538,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,2592538,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,2528151,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2521146,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2474120,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2474120,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,2463410,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2396448,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2015,2348234,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,2257529,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,2142095,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2142095,33.93911,67.709953,34413603
AFG,Afghanistan,Other,General Environmental Protection,2015,2142095,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2142095,33.93911,67.709953,34413603
AFG,Afghanistan,Other,General Environmental Protection,2015,2142095,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2015,2140522,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Disaster Prevention and Preparedness,2015,2140397,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,2132252,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2127643,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,2120503,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2066469,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,2058682,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2034990,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2034990,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,2021463,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,2018774,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2010855,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,2010855,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1962212,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1945620,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,1944366,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1931542,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1927886,33.93911,67.709953,34413603
AFG,Afghanistan,Other,General Environmental Protection,2015,1900086,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,1888607,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,1858299,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1820781,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1820781,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1820781,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1810070,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1789210,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Transport and Storage,2015,1760663,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1754162,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1754162,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1715735,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2015,1695819,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1679015,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,1651179,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1642535,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,1629184,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1606571,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1606571,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2015,1605599,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1598468,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1594462,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,1556456,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1550321,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Basic Education,2015,1520580,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,1445914,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2015,1432746,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1430866,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2015,1422966,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1406983,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1403529,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Disaster Prevention and Preparedness,2015,1371169,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1356918,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1349520,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Post-Secondary Education,2015,1341561,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1339869,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1338810,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1332396,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1329866,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1307251,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1307251,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1301051,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Disaster Prevention and Preparedness,2015,1293596,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,1288138,33.93911,67.709953,34413603
AFG,Afghanistan,Education,Post-Secondary Education,2015,1254525,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1251774,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,1242415,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1229714,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1228085,33.93911,67.709953,34413603
AFG,Afghanistan,Infrastructure,Transport and Storage,2015,1222548,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2015,1218771,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2015,1218771,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2015,1200276,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1198190,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1187072,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,Government and Civil Society,2015,1187072,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,1182577,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1178152,33.93911,67.709953,34413603
AFG,Afghanistan,Economic Growth,Business and Other Services,2015,1143814,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,1134846,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1076878,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Agriculture,Agriculture,2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Health and Population,Basic Health,2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Administrative Costs,Operating Expenses,2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1071048,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1070962,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1070916,33.93911,67.709953,34413603
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2015,1065358,33.93911,67.709953,34413603
AFG,Afghanistan,Humanitarian,Emergency Response,2015,1055518,33.93911,67.709953,34413603
