country_code,Country Name,dac_category_name,dac_sector_name,fiscal_year,constant_amount,latitude,longitude,2017
AFG,Afghanistan,Health and Population,Basic Health,2017,5215657,33.93911,67.709953,36296400
AFG,Afghanistan,Education,"Education, Level Unspecified",2017,5215657,33.93911,67.709953,36296400
AFG,Afghanistan,Infrastructure,Transport and Storage,2017,5173764,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,5165307,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,5059187,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,5030480,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,4914655,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,4874917,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,4822977,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,4804985,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,4720410,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,4686597,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,4664312,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,4509061,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,4367398,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,4068213,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,3986429,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,3979982,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,3954486,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,3899241,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,3842953,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,3680709,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,3650960,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,3649802,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2017,3593588,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2017,3587746,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,3563046,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2017,3548303,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2017,3500675,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,3441203,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,3438363,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,3390177,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,3390177,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Business and Other Services,2017,3353333,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Industry,2017,3228440,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,3190317,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2017,3186683,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,3129446,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,3129394,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,3129394,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,3129394,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,3124398,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,3020420,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2017,3006084,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,2991873,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,2926799,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Business and Other Services,2017,2911368,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Business and Other Services,2017,2910391,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,2889150,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,2868611,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,2864629,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,2816149,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,2659985,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Post-Secondary Education,2017,2641957,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,2607829,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,2438559,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,2318378,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2017,2236296,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,2176432,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,2138419,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,2138100,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,2126878,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,2086979,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2017,2036840,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,2034268,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,2021205,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1987009,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1968775,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Post-Secondary Education,2017,1947942,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,1919857,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,1856474,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1823281,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1823281,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1789249,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Trade Policy and Regulations,2017,1773323,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1762892,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Banking and Financial Services,2017,1746155,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1675824,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1672874,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,1669010,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1603881,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1603575,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1591746,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1575399,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1564697,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1558403,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1538249,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2017,1526643,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2017,1519721,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Other Social Infrastructure and Services,2017,1519721,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,1515754,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1476581,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1463777,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1441650,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1425044,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,1415941,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,1415941,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2017,1374909,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1356071,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1341937,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2017,1330965,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1322169,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1315399,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1311571,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1303914,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1303914,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,1299879,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1283722,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1256868,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2017,1252199,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1251758,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,1249606,33.93911,67.709953,36296400
AFG,Afghanistan,Infrastructure,Transport and Storage,2017,1240425,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1215230,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1176282,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,1165346,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Water Supply and Sanitation,2017,1148805,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,1129460,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1122978,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1102817,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1085725,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Program Design and Learning,2017,1059924,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1048810,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1047595,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1047595,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Business and Other Services,2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Business and Other Services,2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1043131,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1026441,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,1017053,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,984750,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,977936,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,977936,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,971814,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,912192,33.93911,67.709953,36296400
AFG,Afghanistan,Infrastructure,Energy,2017,885152,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,882854,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2017,850508,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,839151,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,835669,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,834505,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,827113,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,814293,33.93911,67.709953,36296400
AFG,Afghanistan,Other,General Environmental Protection,2017,806792,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,786608,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,782349,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,782349,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,769831,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Post-Secondary Education,2017,754989,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,744593,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,730192,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,730192,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,728860,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,715956,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,713985,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,709574,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,694854,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,694414,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,690224,33.93911,67.709953,36296400
AFG,Afghanistan,Education,Basic Education,2017,686623,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,670321,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Trade Policy and Regulations,2017,656500,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Disaster Prevention and Preparedness,2017,626010,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,625879,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,625879,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,625879,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,598969,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,593524,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,572475,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,559248,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,555284,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,523497,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,521364,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,501258,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,469951,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,442288,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,HIV/AIDS,2017,417253,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,HIV/AIDS,2017,417253,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,Basic Health,2017,417253,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,409070,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,399396,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,391023,33.93911,67.709953,36296400
AFG,Afghanistan,Agriculture,Agriculture,2017,379736,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,375293,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,374348,33.93911,67.709953,36296400
AFG,Afghanistan,Humanitarian,Emergency Response,2017,373916,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Operating Expenses,2017,365096,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,361059,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,360783,33.93911,67.709953,36296400
AFG,Afghanistan,Other,Other Multisector,2017,357013,33.93911,67.709953,36296400
AFG,Afghanistan,Economic Growth,Business and Other Services,2017,354773,33.93911,67.709953,36296400
AFG,Afghanistan,Other,Other Multisector,2017,352536,33.93911,67.709953,36296400
AFG,Afghanistan,Administrative Costs,Administration and Oversight,2017,337478,33.93911,67.709953,36296400
AFG,Afghanistan,Health and Population,"Maternal and Child Health, Family Planning",2017,336131,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,"Conflict, Peace, and Security",2017,331716,33.93911,67.709953,36296400
AFG,Afghanistan,Other,Other Multisector,2017,321488,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,297137,33.93911,67.709953,36296400
AFG,Afghanistan,Governance,Government and Civil Society,2017,297137,33.93911,67.709953,36296400
